rank,iso6393,iso6391,glottocode,qid,languageLabel,sitelinks,defaultScript,defaultScriptName,orthographyId,orthographyLabelEn,orthographyScriptCode,orthographyScriptName,orthographyPriority,orthographySource,reviewStatus,seedKind,verificationStatus,languageWikipediaUrl,scriptWikipediaUrl,evidenceSources
63,lfn,,ling1267,Q146803,Lingua Franca Nova,145,Latn,Latin,lfn-cyrl,Lingua Franca Nova (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
64,mon,mn,mong1331,Q9246,Mongolian,143,Cyrl,Cyrillic,mon-cyrl,Mongolian (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
64,mon,mn,mong1331,Q9246,Mongolian,143,Cyrl,Cyrillic,mon-mong,Mongolian (Mongolian),Mong,Mongolian,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Mongolian_script,omniglot-langalph|worldswritingsystems|wikidata-p282
64,mon,mn,mong1331,Q9246,Mongolian,143,Cyrl,Cyrillic,mon-phag,Mongolian (ʼPhags-pa),Phag,ʼPhags-pa,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/%27Phags-pa_script,omniglot-langalph|worldswritingsystems
64,mon,mn,mong1331,Q9246,Mongolian,143,Cyrl,Cyrillic,mon-soyo,Mongolian (Soyombo),Soyo,Soyombo,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Soyombo_alphabet,omniglot-langalph|worldswritingsystems
65,ido,io,idoo1234,Q35224,Ido,143,Latn,Latin,ido-latn,Ido (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
66,glg,gl,gali1258,Q9307,Galician,142,Latn,Latin,glg-latn,Galician (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
67,tel,te,telu1262,Q8097,Telugu,142,Telu,Telugu,tel-telu,Telugu (Telugu),Telu,Telugu,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Telugu_script,omniglot-langalph|worldswritingsystems|wikidata-p282
68,mlt,mt,malt1254,Q9166,Maltese,142,Latn,Latin,mlt-latn,Maltese (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
69,pus,ps,pash1269,Q58680,Pashto,141,Arab,Arabic,pus-arab,Pashto (Arabic),Arab,Arabic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems|wikidata-p282
70,tat,tt,tata1255,Q25285,Tatar,140,Cyrl,Cyrillic,tat-cyrl,Tatar (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
70,tat,tt,tata1255,Q25285,Tatar,140,Cyrl,Cyrillic,tat-arab,Tatar (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
71,pan,pa,,Q58635,Punjabi,140,Guru,Gurmukhi,pan-guru,Punjabi (Gurmukhi),Guru,Gurmukhi,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Gurmukhi,omniglot-langalph|worldswritingsystems|wikidata-p282
71,pan,pa,,Q58635,Punjabi,140,Guru,Gurmukhi,pan-arab,Punjabi (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
72,uzb,uz,uzbe1247,Q9264,Uzbek,139,Latn,Latin,uzb-latn,Uzbek (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
72,uzb,uz,uzbe1247,Q9264,Uzbek,139,Latn,Latin,uzb-arab,Uzbek (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
72,uzb,uz,uzbe1247,Q9264,Uzbek,139,Latn,Latin,uzb-cyrl,Uzbek (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
73,ltz,lb,luxe1244,Q9051,Luxembourgish,139,Latn,Latin,ltz-latn,Luxembourgish (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
74,nep,ne,nepa1254,Q33823,Nepali,138,Deva,Devanagari,nep-deva,Nepali (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
75,gla,gd,scot1245,Q9314,Scottish Gaelic,137,Latn,Latin,gla-latn,Scottish Gaelic (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
76,bre,br,bret1244,Q12107,Breton,136,Latn,Latin,bre-latn,Breton (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
78,kir,ky,kirg1245,Q9255,Kyrgyz,135,Cyrl,Cyrillic,kir-cyrl,Kyrgyz (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
78,kir,ky,kirg1245,Q9255,Kyrgyz,135,Cyrl,Cyrillic,kir-arab,Kyrgyz (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
79,fao,fo,faro1244,Q25258,Faroese,134,Latn,Latin,fao-latn,Faroese (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
80,amh,am,amha1245,Q28244,Q28244,133,Ethi,Ethiopic,amh-ethi,Q28244 (Ethiopic),Ethi,Ethiopic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
81,kan,kn,nucl1305,Q33673,Kannada,133,Knda,Kannada,kan-knda,Kannada (Kannada),Knda,Kannada,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Kannada_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
82,mar,mr,mara1378,Q1571,Marathi,131,Deva,Devanagari,mar-deva,Marathi (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
82,mar,mr,mara1378,Q1571,Marathi,131,Deva,Devanagari,mar-modi,Marathi (Modi),Modi,Modi,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
83,tgl,tl,taga1269,Q34057,Tagalog,130,Latn,Latin,tgl-latn,Tagalog (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
83,tgl,tl,taga1269,Q34057,Tagalog,130,Latn,Latin,tgl-tglg,Tagalog (Baybayin),Tglg,Baybayin,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Tagalog_(Unicode_block),omniglot-langalph|worldswritingsystems
84,roh,rm,roma1326,Q13199,Romansh,128,Latn,Latin,roh-latn,Romansh (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
85,bak,ba,bash1264,Q13389,Bashkir,128,Cyrl,Cyrillic,bak-cyrl,Bashkir (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
85,bak,ba,bash1264,Q13389,Bashkir,128,Cyrl,Cyrillic,bak-arab,Bashkir (Arabic),Arab,Arabic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
86,mal,ml,mala1464,Q36236,Malayalam,128,Mlym,Malayalam,mal-mlym,Malayalam (Malayalam),Mlym,Malayalam,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Malayalam_script,omniglot-langalph|worldswritingsystems|wikidata-p282
87,mya,my,nucl1310,Q9228,Burmese,127,Mymr,Myanmar,mya-mymr,Burmese (Myanmar),Mymr,Myanmar,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Mon%E2%80%93Burmese_script,omniglot-langalph|worldswritingsystems|wikidata-p282
88,que,qu,quec1387,Q5218,Quechua,127,Latn,Latin,que-latn,Quechua (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
89,jav,jv,glob1245,Q33549,Javanese,127,Latn,Latin,jav-latn,Javanese (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
89,jav,jv,glob1245,Q33549,Javanese,127,Latn,Latin,jav-java,Javanese (Javanese),Java,Javanese,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Javanese_script,omniglot-langalph|worldswritingsystems|wikidata-p282
89,jav,jv,glob1245,Q33549,Javanese,127,Latn,Latin,jav-kawi,Javanese (Kawi),Kawi,Kawi,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
90,uig,ug,uigh1240,Q13263,Uyghur,126,Arab,Arabic,uig-arab,Uyghur (Arabic),Arab,Arabic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems|wikidata-p282
90,uig,ug,uigh1240,Q13263,Uyghur,126,Arab,Arabic,uig-cyrl,Uyghur (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
90,uig,ug,uigh1240,Q13263,Uyghur,126,Arab,Arabic,uig-latn,Uyghur (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
91,mri,mi,maor1246,Q36451,Māori,126,Latn,Latin,mri-latn,Māori (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
92,tgk,tg,taji1245,Q9260,Tajik,125,Cyrl,Cyrillic,tgk-cyrl,Tajik (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
92,tgk,tg,taji1245,Q9260,Tajik,125,Cyrl,Cyrillic,tgk-hebr,Tajik (Hebrew),Hebr,Hebrew,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
92,tgk,tg,taji1245,Q9260,Tajik,125,Cyrl,Cyrillic,tgk-latn,Tajik (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
93,tuk,tk,turk1304,Q9267,Turkmen,125,Latn,Latin,tuk-latn,Turkmen (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
93,tuk,tk,turk1304,Q9267,Turkmen,125,Latn,Latin,tuk-cyrl,Turkmen (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
94,abk,ab,abkh1244,Q5111,Abkhaz,125,Cyrl,Cyrillic,abk-cyrl,Abkhaz (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
94,abk,ab,abkh1244,Q5111,Abkhaz,125,Cyrl,Cyrillic,abk-geor,Abkhaz (Georgian),Geor,Georgian,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Georgian_scripts,omniglot-langalph|worldswritingsystems
95,guj,gu,guja1252,Q5137,Gujarati,125,Gujr,Gujarati,guj-gujr,Gujarati (Gujarati),Gujr,Gujarati,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Gujarati_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
96,szl,,sile1253,Q30319,Silesian,125,Latn,Latin,szl-latn,Silesian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
97,khm,km,khme1253,Q9205,Khmer,123,Khmr,Khmer,khm-khmr,Khmer (Khmer),Khmr,Khmer,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Khmer_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
98,zul,zu,zulu1248,Q10179,Zulu,123,Latn,Latin,zul-latn,Zulu (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
99,bod,bo,tibe1272,Q34271,Tibetan,123,Tibt,Tibetan,bod-tibt,Tibetan (Tibetan),Tibt,Tibetan,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Tibetan_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
99,bod,bo,tibe1272,Q34271,Tibetan,123,Tibt,Tibetan,bod-phag,Tibetan (ʼPhags-pa),Phag,ʼPhags-pa,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/%27Phags-pa_script,omniglot-langalph|worldswritingsystems
99,bod,bo,tibe1272,Q34271,Tibetan,123,Tibt,Tibetan,bod-soyo,Tibetan (Soyombo),Soyo,Soyombo,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Soyombo_alphabet,omniglot-langalph|worldswritingsystems
100,che,ce,chec1245,Q33350,Chechen,123,Cyrl,Cyrillic,che-cyrl,Chechen (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
100,che,ce,chec1245,Q33350,Chechen,123,Cyrl,Cyrillic,che-arab,Chechen (Arabic),Arab,Arabic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems|wikidata-p282
100,che,ce,chec1245,Q33350,Chechen,123,Cyrl,Cyrillic,che-latn,Chechen (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
101,zza,,zaza1246,Q10199,Zazaki,121,Latn,Latin,zza-latn,Zazaki (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
102,asm,as,assa1263,Q29401,Assamese,121,Beng,Bangla,asm-beng,Assamese (Bangla),Beng,Bangla,primary,cldr-default,needs-review,script-derived,needs-review,,,
103,cor,kw,corn1251,Q25289,Cornish,120,Latn,Latin,cor-latn,Cornish (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
104,chv,cv,chuv1255,Q33348,Chuvash,120,Cyrl,Cyrillic,chv-cyrl,Chuvash (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
105,haw,,hawa1245,Q33569,Hawaiian,120,Latn,Latin,haw-latn,Hawaiian (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
106,sco,,scot1243,Q14549,Scots,119,Latn,Latin,sco-latn,Scots (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
107,vol,vo,vola1234,Q36986,Volapük,119,Latn,Latin,vol-latn,Volapük (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
108,hbs,sh,sout1528,Q9301,Serbo-Croatian,118,Cyrl,Cyrillic,hbs-cyrl,Serbo-Croatian (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
108,hbs,sh,sout1528,Q9301,Serbo-Croatian,118,Cyrl,Cyrillic,hbs-latn,Serbo-Croatian (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
109,hau,ha,haus1257,Q56475,Hausa,118,Latn,Latin,hau-latn,Hausa (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
109,hau,ha,haus1257,Q56475,Hausa,118,Latn,Latin,hau-arab,Hausa (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
110,grn,gn,tupi1282,Q35876,Guarani,118,Latn,Latin,grn-latn,Guarani (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
111,som,so,soma1255,Q13275,Somali,117,Latn,Latin,som-latn,Somali (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
111,som,so,soma1255,Q13275,Somali,117,Latn,Latin,som-arab,Somali (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
111,som,so,soma1255,Q13275,Somali,117,Latn,Latin,som-osma,Somali (Osmanya),Osma,Osmanya,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
112,mlg,mg,mala1537,Q7930,Malagasy,116,Latn,Latin,mlg-latn,Malagasy (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
113,srd,sc,sard1257,Q33976,Sardinian,116,Latn,Latin,srd-latn,Sardinian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
114,ory,or,oriy1255,Q33810,Odia,116,Orya,Odia,ory-orya,Odia (Odia),Orya,Odia,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Odia_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
115,glv,gv,manx1243,Q12175,Manx,115,Latn,Latin,glv-latn,Manx (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
116,arg,an,arag1245,Q8765,Aragonese,115,Latn,Latin,arg-latn,Aragonese (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
117,crh,,crim1257,Q33357,Crimean Tatar,115,Cyrl,Cyrillic,crh-cyrl,Crimean Tatar (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
117,crh,,crim1257,Q33357,Crimean Tatar,115,Cyrl,Cyrillic,crh-arab,Crimean Tatar (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
117,crh,,crim1257,Q33357,Crimean Tatar,115,Cyrl,Cyrillic,crh-latn,Crimean Tatar (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
118,lao,lo,laoo1244,Q9211,Lao,113,Laoo,Lao,lao-laoo,Lao (Lao),Laoo,Lao,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Lao_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
119,sah,,yaku1245,Q34299,Yakut,112,Cyrl,Cyrillic,sah-cyrl,Yakut (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
120,cop,,copt1239,Q36155,Coptic,112,Copt,Coptic,cop-copt,Coptic (Coptic),Copt,Coptic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Coptic_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
121,pli,pi,pali1273,Q36727,Pali,112,Latn,Latin,pli-latn,Pali (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
121,pli,pi,pali1273,Q36727,Pali,112,Latn,Latin,pli-brah,Pali (Brahmi),Brah,Brahmi,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
121,pli,pi,pali1273,Q36727,Pali,112,Latn,Latin,pli-deva,Pali (Devanagari),Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
121,pli,pi,pali1273,Q36727,Pali,112,Latn,Latin,pli-laoo,Pali (Lao),Laoo,Lao,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Lao_alphabet,omniglot-langalph|worldswritingsystems
121,pli,pi,pali1273,Q36727,Pali,112,Latn,Latin,pli-mymr,Pali (Mon–Burmese script),Mymr,Mon–Burmese script,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Mon%E2%80%93Burmese_script,omniglot-langalph|worldswritingsystems
121,pli,pi,pali1273,Q36727,Pali,112,Latn,Latin,pli-thai,Pali (Thai),Thai,Thai,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Thai_alphabet,omniglot-langalph|worldswritingsystems
122,xho,xh,xhos1239,Q13218,Xhosa,112,Latn,Latin,xho-latn,Xhosa (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
123,csb,,kash1274,Q33690,Kashubian,111,Latn,Latin,csb-latn,Kashubian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
124,arn,,mapu1245,Q33730,Mapudungun,111,Latn,Latin,arn-latn,Mapudungun (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
125,sin,si,sinh1246,Q13267,Sinhala,110,Sinh,Sinhala,sin-sinh,Sinhala (Sinhala),Sinh,Sinhala,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
126,ang,,olde1238,Q42365,Old English,110,Latn,Latin,ang-latn,Old English (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
127,kas,ks,kash1277,Q33552,Kashmiri,110,Arab,Arabic,kas-arab,Kashmiri (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
127,kas,ks,kash1277,Q33552,Kashmiri,110,Arab,Arabic,kas-deva,Kashmiri (Devanagari),Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
127,kas,ks,kash1277,Q33552,Kashmiri,110,Arab,Arabic,kas-shrd,Kashmiri (Sharada),Shrd,Sharada,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Sharada_script,omniglot-langalph|worldswritingsystems
128,got,,goth1244,Q35722,Gothic,109,Goth,Gothic,got-goth,Gothic (Gothic),Goth,Gothic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
128,got,,goth1244,Q35722,Gothic,109,Goth,Gothic,got-runr,Gothic (Runic),Runr,Runic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
129,egy,,egyp1246,Q50868,Egyptian,108,Egyp,Egyptian hieroglyphs,egy-egyp,Egyptian (Egyptian hieroglyphs),Egyp,Egyptian hieroglyphs,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
129,egy,,egyp1246,Q50868,Egyptian,108,Egyp,Egyptian hieroglyphs,egy-copt,Egyptian (Coptic),Copt,Coptic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
129,egy,,egyp1246,Q50868,Egyptian,108,Egyp,Egyptian hieroglyphs,egy-egyd,Egyptian (Egyptian demotic),Egyd,Egyptian demotic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
129,egy,,egyp1246,Q50868,Egyptian,108,Egyp,Egyptian hieroglyphs,egy-egyh,Egyptian (Egyptian hieratic),Egyh,Egyptian hieratic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
130,rom,,roma1329,Q13201,Romani,107,Latn,Latin,rom-latn,Romani (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
